Date and Time,global radiation (W/qm),precipitation [mm/day],rel hum[%],wind speed [m/s],temperature [°C]
14.02.2015 07:00:00,137.6666666667,0,77.8216666667,0.83545,19.0933333333
14.02.2015 08:00:00,528.8333333333,0,63.35,2.4684333333,21.25
14.02.2015 09:00:00,798.1666666667,0,55.0133333333,3.1757833333,22.16
14.02.2015 10:00:00,792.8333333333,0,49.7883333333,3.0151333333,23.09
14.02.2015 11:00:00,973.5,0,43.7066666667,1.9901,24.5466666667
14.02.2015 12:00:00,932,0,41.93,3.0241166667,24.9766666667
14.02.2015 13:00:00,1012,0,42.8783333333,4.06175,24.9916666667
14.02.2015 14:00:00,985.5,0,43.455,4.8007166667,24.82
14.02.2015 15:00:00,873.1666666667,0,46.21,5.5535666667,23.9083333333
14.02.2015 16:00:00,698.6666666667,0,47.4083333333,5.4562666667,23.3883333333
14.02.2015 17:00:00,105,0,48.1716666667,4.8673333333,22.75
14.02.2015 18:00:00,143.5,0,48.4533333333,2.7886833333,22.1983333333
14.02.2015 19:00:00,46.6666666667,0,54.2866666667,2.4976,19.53
14.02.2015 20:00:00,0,0,56.615,2.5263,17.845
14.02.2015 21:00:00,0,0,56.5816666667,2.5243166667,17.53
14.02.2015 22:00:00,0,0,57.6233333333,2.33275,17.0416666667
14.02.2015 23:00:00,0,0,56.955,3.0688,17.1216666667
15.02.2015 00:00:00,0,0,58.1733333333,2.61485,16.895
15.02.2015 01:00:00,0,0,58.7166666667,2.6544,17.1283333333
15.02.2015 02:00:00,0,0,60.365,3.2107833333,17.27
15.02.2015 03:00:00,0,0,56.5783333333,2.0451666667,17.4266666667
15.02.2015 04:00:00,0,0,64.1566666667,1.1113666667,16.0683333333
15.02.2015 05:00:00,0,0,67.8833333333,1.1487,15.3183333333
15.02.2015 06:00:00,6.3333333333,0,73.91,0.7778166667,14.3966666667
15.02.2015 07:00:00,155.5,0,63.42,0.9891,17.7183333333
15.02.2015 08:00:00,443.8333333333,0,63.1783333333,3.0695,19.325
15.02.2015 09:00:00,657.3333333333,0,51.4316666667,3.3378333333,20.8333333333
15.02.2015 10:00:00,839.8333333333,0,43.4583333333,3.3989666667,22.375
15.02.2015 11:00:00,967,0,39.24,3.3404,23.7833333333
15.02.2015 12:00:00,1034.8333333333,0,35.2083333333,3.1092833333,25.08
15.02.2015 13:00:00,1028.3333333333,0,31.1183333333,3.2543,26.365
15.02.2015 14:00:00,990.6666666667,0,29.185,3.5753666667,27.3
15.02.2015 15:00:00,794.1666666667,0,28.145,3.57245,27.4483333333
15.02.2015 16:00:00,657.1666666667,0,30.6616666667,3.71945,27.21
15.02.2015 17:00:00,107.5,0,33.8966666667,4.1827333333,26.4183333333
15.02.2015 18:00:00,141.1666666667,0,39.66,4.1543833333,24.8866666667
15.02.2015 19:00:00,43.3333333333,0,47.0283333333,3.90075,22.6233333333
15.02.2015 20:00:00,0,0,49.98,4.4011333333,21.275
15.02.2015 21:00:00,0,0,51.2766666667,4.8237,20.3666666667
15.02.2015 22:00:00,0,0,51.95,4.7927833333,19.7633333333
15.02.2015 23:00:00,0,0,51.7966666667,4.6699333333,19.3883333333
16.02.2015 00:00:00,0,0,52.0133333333,4.7814666667,19.0933333333
16.02.2015 01:00:00,0,0,53.5816666667,4.7327,18.8416666667
16.02.2015 02:00:00,0,0,52.025,4.1771333333,18.595
16.02.2015 03:00:00,0,0,50.715,4.2995166667,18.6483333333
16.02.2015 04:00:00,0,0,51.5366666667,4.2921666667,18.4933333333
16.02.2015 05:00:00,0,0,51.2533333333,3.8553666667,18.45
16.02.2015 06:00:00,15.3333333333,0,53.4516666667,3.8060166667,18.3083333333
16.02.2015 07:00:00,186.1666666667,0,48.6533333333,3.89095,19.8683333333
16.02.2015 08:00:00,423.8333333333,0,44.675,4.0908,21.47
16.02.2015 09:00:00,654.3333333333,0,40.3033333333,4.2848166667,23.0733333333
16.02.2015 10:00:00,841,0,34.5633333333,3.9785666667,25.1366666667
16.02.2015 11:00:00,967.6666666667,0,30.58,3.8672666667,26.9166666667
16.02.2015 12:00:00,1033.1666666667,0,28.7133333333,3.61515,28.35
16.02.2015 13:00:00,1025.8333333333,0,25.3833333333,3.36385,29.7
16.02.2015 14:00:00,973.1666666667,0,23.2283333333,2.8844666667,30.7916666667
16.02.2015 15:00:00,872.5,0,23.0466666667,3.0198,31.5633333333
16.02.2015 16:00:00,698.8333333333,0,25.0366666667,3.1490666667,31.465
16.02.2015 17:00:00,95,0,26.7816666667,2.9842166667,30.9133333333
16.02.2015 18:00:00,144.1666666667,0,30.1233333333,3.2636333333,28.9833333333
16.02.2015 19:00:00,43.3333333333,0,35.0616666667,3.1795166667,26.105
16.02.2015 20:00:00,0,0,40.2516666667,3.0010166667,23.7883333333
16.02.2015 21:00:00,0,0,44.5083333333,3.5653333333,22.28
16.02.2015 22:00:00,0,0,49.2266666667,3.507,20.99
16.02.2015 23:00:00,0,0,49.9633333333,3.3464666667,20.5633333333
17.02.2015 00:00:00,0,0,50.555,3.4728166667,20.2983333333
17.02.2015 01:00:00,0,0,49.7433333333,2.9663666667,19.9283333333
17.02.2015 02:00:00,0,0,47.9233333333,3.1488333333,19.8483333333
17.02.2015 03:00:00,0,0,47.4883333333,2.9384833333,19.9166666667
17.02.2015 04:00:00,0,0,47.835,2.9747666667,19.8266666667
17.02.2015 05:00:00,0,0,47.8033333333,3.22735,20.0216666667
17.02.2015 06:00:00,14.1666666667,0,45.7916666667,2.6898666667,20.2316666667
17.02.2015 07:00:00,181.3333333333,0,40.1966666667,2.0984833333,22.3966666667
17.02.2015 08:00:00,418.6666666667,0,36.3966666667,2.0451666667,24.6733333333
17.02.2015 09:00:00,646,0,30.2283333333,1.7115,27.6983333333
17.02.2015 10:00:00,828.6666666667,0,22.97,1.2370166667,30.9483333333
17.02.2015 11:00:00,948.6666666667,0,18.36,1.03425,33.2416666667
17.02.2015 12:00:00,1009.5,0,14.8633333333,1.3260333333,35.17
17.02.2015 13:00:00,1004.1666666667,0,13.2366666667,1.6587666667,36.3816666667
17.02.2015 14:00:00,943,0,18.04,3.1687833333,36.0933333333
17.02.2015 15:00:00,849.8333333333,0,18.555,3.31625,35.665
17.02.2015 16:00:00,688,0,18.6983333333,2.9737166667,35.4466666667
17.02.2015 17:00:00,93.5,0,18.6733333333,3.0787166667,34.3366666667
17.02.2015 18:00:00,150,0,19.2466666667,2.7556666667,32.7
17.02.2015 19:00:00,43.3333333333,0,20.5766666667,1.7918833333,29.9716666667
17.02.2015 20:00:00,0,0,32.6116666667,0.8229666667,24.7083333333
17.02.2015 21:00:00,0,0,34.0666666667,1.0480166667,24.3033333333
17.02.2015 22:00:00,0,0,34.3266666667,1.2553333333,25.5066666667
17.02.2015 23:00:00,0,0,39.1966666667,0.48125,23.6566666667
18.02.2015 00:00:00,0,0,52.1583333333,0.33565,19.5533333333
18.02.2015 01:00:00,0,0,45.5733333333,1.5265833333,19.6966666667
18.02.2015 02:00:00,0,0,58.925,1.56835,18.2316666667
18.02.2015 03:00:00,0,0,70.4333333333,0.8356833333,15.74
18.02.2015 04:00:00,0,0,74.9866666667,1.03915,15.365
18.02.2015 05:00:00,0,0,79.9383333333,0.679,14.7816666667
18.02.2015 06:00:00,11.8333333333,0,86.35,0.8443166667,13.9283333333
18.02.2015 07:00:00,89.8333333333,0,84.2166666667,1.0311,15.3466666667
18.02.2015 08:00:00,101.1666666667,0,79.84,0.9056833333,16.465
18.02.2015 09:00:00,187.8333333333,0,76.485,2.0682666667,17.18
18.02.2015 10:00:00,432.8333333333,0,66.8183333333,2.2496833333,19.6016666667
18.02.2015 11:00:00,598.3333333333,0,58.265,2.2744166667,21.8233333333
18.02.2015 12:00:00,730.1666666667,0,50.9333333333,2.5891833333,23.955
18.02.2015 13:00:00,886.3333333333,0,45.2316666667,2.7687333333,25.6566666667
18.02.2015 14:00:00,815.8333333333,0,43.58,2.6243,26.7383333333
18.02.2015 15:00:00,798.8333333333,0,43.6616666667,2.83955,26.9166666667
18.02.2015 16:00:00,582.5,0,46.1483333333,3.3075,26.0216666667
18.02.2015 17:00:00,109.6666666667,0,51.025,3.8984166667,24.3533333333
18.02.2015 18:00:00,139.3333333333,0,55.7183333333,3.1361166667,23.3383333333
18.02.2015 19:00:00,31,0,61.3516666667,2.8782833333,21.465
18.02.2015 20:00:00,0,0,61.8733333333,2.23055,20.0616666667
18.02.2015 21:00:00,0,0,67.605,1.05805,18.8066666667
18.02.2015 22:00:00,0,0,72.8733333333,0.5909166667,17.7566666667
18.02.2015 23:00:00,0,0,82.4316666667,0.3554833333,15.7266666667
19.02.2015 00:00:00,0,0,85.4333333333,0.46095,15.5466666667
19.02.2015 01:00:00,0,0,87.9666666667,0.448,14.7816666667
19.02.2015 02:00:00,0,0,91.0333333333,0.31395,13.9816666667
19.02.2015 03:00:00,0,0,90.2333333333,0.6162333333,14.5083333333
19.02.2015 04:00:00,0,0,89.9333333333,0.3942166667,15.15
19.02.2015 05:00:00,0,0,89.4,0.5891666667,15.465
19.02.2015 06:00:00,6.6666666667,0,84.3833333333,2.6293166667,16.7483333333
19.02.2015 07:00:00,74.8333333333,0,75.4116666667,3.2513833333,17.14
19.02.2015 08:00:00,245.8333333333,0,63.1983333333,1.7564166667,19.6866666667
19.02.2015 09:00:00,431,0,59.0716666667,1.0060166667,21.1966666667
19.02.2015 10:00:00,561,0,48.945,1.8522,22.015
19.02.2015 11:00:00,671.8333333333,0,45.135,2.3402166667,23.4633333333
19.02.2015 12:00:00,1009.6666666667,0,44.9416666667,3.32395,24.6733333333
19.02.2015 13:00:00,1023.5,0,44.585,3.6083833333,25.4333333333
19.02.2015 14:00:00,971.6666666667,0,43.1633333333,4.36625,25.515
19.02.2015 15:00:00,856.5,0,38.995,2.8516833333,26.7466666667
19.02.2015 16:00:00,682.5,0,36.8483333333,3.1469666667,26.9683333333
19.02.2015 17:00:00,88,0,39.4183333333,3.4771333333,25.8166666667
19.02.2015 18:00:00,149,0,43.9516666667,3.3373666667,24.205
19.02.2015 19:00:00,27.5,0,50.6516666667,3.0557333333,21.615
19.02.2015 20:00:00,0,0,52.8016666667,3.13845,20.21
19.02.2015 21:00:00,0,0,52.8866666667,3.0884,19.435
19.02.2015 22:00:00,0,0,54.3183333333,3.1162833333,18.7616666667
19.02.2015 23:00:00,0,0,58.1266666667,2.7308166667,18.065
20.02.2015 00:00:00,0,0,61.1416666667,2.7518166667,17.5083333333
20.02.2015 01:00:00,0,0,62.7566666667,2.72895,17.1366666667
20.02.2015 02:00:00,0,0,64.5916666667,2.57075,16.835
20.02.2015 03:00:00,0,0,66.5483333333,2.2612333333,16.3783333333
20.02.2015 04:00:00,0,0,66.8583333333,2.2943666667,16.125
20.02.2015 05:00:00,0,0,67.1383333333,2.4451,16.0216666667
20.02.2015 06:00:00,10,0,68.195,1.58725,15.75
20.02.2015 07:00:00,167.8333333333,0,60,1.3318666667,17.9866666667
20.02.2015 08:00:00,402.3333333333,0,52.7566666667,0.9920166667,20.5416666667
20.02.2015 09:00:00,628.6666666667,0,44.8133333333,0.6809833333,22.3816666667
20.02.2015 10:00:00,788.6666666667,0,39.635,0.9395166667,24.2033333333
20.02.2015 11:00:00,923.1666666667,0,37.9566666667,1.8023833333,25.22
20.02.2015 12:00:00,1010,0,38.9733333333,2.9918,25.8616666667
20.02.2015 13:00:00,1003.3333333333,0,41.18,3.8082333333,25.7216666667
20.02.2015 14:00:00,962.1666666667,0,42.615,4.5294666667,25.3833333333
20.02.2015 15:00:00,849.1666666667,0,43.8783333333,4.8049166667,24.98
20.02.2015 16:00:00,671.6666666667,0,46.8966666667,5.2105666667,23.785
20.02.2015 17:00:00,91.5,0,50.7883333333,5.03685,22.4016666667
20.02.2015 18:00:00,150.6666666667,0,55.0483333333,4.4329833333,20.8283333333
20.02.2015 19:00:00,29.5,0,59.7666666667,2.4200166667,19.19
20.02.2015 20:00:00,0,0,64.06,1.5759333333,17.785
20.02.2015 21:00:00,0,0,64.8033333333,1.91345,17.5916666667
20.02.2015 22:00:00,0,0,65.4216666667,1.2647833333,17.3733333333
20.02.2015 23:00:00,0,0,68.5016666667,0.7116666667,16.8
21.02.2015 00:00:00,0,0,72.54,1.0124333333,15.3816666667
21.02.2015 01:00:00,0,0,66.56,1.1733166667,15.1866666667
21.02.2015 02:00:00,0,0,69.8716666667,0.35665,14.1
21.02.2015 03:00:00,0,0,71.305,1.0705333333,13.9933333333
21.02.2015 04:00:00,0,0,76.5716666667,0.5475166667,12.9416666667
21.02.2015 05:00:00,0,0,75.0916666667,1.1916333333,13.9916666667
21.02.2015 06:00:00,2.6666666667,0,70.4733333333,4.75265,15.5416666667
21.02.2015 07:00:00,60.1666666667,0,65.815,4.6671333333,15.835
21.02.2015 08:00:00,379.6666666667,0,55.8883333333,4.6685333333,17.5333333333
21.02.2015 09:00:00,592.3333333333,0,49.2766666667,4.0667666667,18.715
21.02.2015 10:00:00,839.8333333333,0,44.0816666667,4.4805833333,19.6816666667
21.02.2015 11:00:00,667.6666666667,0,38.6333333333,3.2039,20.3266666667
21.02.2015 12:00:00,507.5,0,41.3,2.74295,20.09
21.02.2015 13:00:00,761.8333333333,0,38.1733333333,3.0368333333,21.1633333333
21.02.2015 14:00:00,909.6666666667,0,34.0733333333,2.0766666667,22.675
21.02.2015 15:00:00,859.1666666667,0,35.1116666667,3.4515833333,22.4733333333
21.02.2015 16:00:00,680.8333333333,0,34.11,3.6160833333,22.3033333333
21.02.2015 17:00:00,83.5,0,33.3733333333,3.89515,21.6066666667
21.02.2015 18:00:00,155.1666666667,0,39.9383333333,3.98335,20.2133333333
21.02.2015 19:00:00,31.5,0,48.77,4.4793,17.6316666667
21.02.2015 20:00:00,0,0,51.62,4.46845,16.4483333333
21.02.2015 21:00:00,0,0,52.3016666667,4.1217166667,15.835
21.02.2015 22:00:00,0,0,52.565,4.0692166667,15.5666666667
21.02.2015 23:00:00,0,0,52.7666666667,3.9739,15.145
22.02.2015 00:00:00,0,0,52.3733333333,4.1252166667,14.9666666667
22.02.2015 01:00:00,0,0,51.665,4.4828,14.87
22.02.2015 02:00:00,0,0,52.2366666667,3.9641,14.5883333333
22.02.2015 03:00:00,0,0,51.69,3.9800833333,14.425
22.02.2015 04:00:00,0,0,51.9933333333,3.2706333333,14.1316666667
22.02.2015 05:00:00,0,0,52.7266666667,2.9566833333,13.8683333333
22.02.2015 06:00:00,9.6666666667,0,51.89,2.7092333333,13.7366666667
22.02.2015 07:00:00,166.5,0,46.465,2.83395,15.4733333333
22.02.2015 08:00:00,403.6666666667,0,40.5866666667,2.79195,18.0066666667
22.02.2015 09:00:00,635.3333333333,0,33.2566666667,2.5888333333,20.885
22.02.2015 10:00:00,820.8333333333,0,25.71,1.8720333333,24.0916666667
22.02.2015 11:00:00,954.3333333333,0,23.4333333333,1.7768333333,25.6766666667
22.02.2015 12:00:00,1023.3333333333,0,22.71,1.5699833333,27.4483333333
22.02.2015 13:00:00,1012.3333333333,0,21.085,1.2030666667,29.0866666667
22.02.2015 14:00:00,970.6666666667,0,19.7466666667,1.3829666667,29.66
22.02.2015 15:00:00,858.3333333333,0,18.775,1.6616833333,30.465
22.02.2015 16:00:00,683,0,18.9116666667,1.7222333333,30.9266666667
22.02.2015 17:00:00,73.8333333333,0,20.585,2.37825,30.1183333333
22.02.2015 18:00:00,158.3333333333,0,23.03,2.2236666667,28.875
22.02.2015 19:00:00,31,0,31.095,2.2661333333,25.325
22.02.2015 20:00:00,0,0,40.6783333333,2.982,22.5116666667
22.02.2015 21:00:00,0,0,46.8783333333,2.6290833333,20.7533333333
22.02.2015 22:00:00,0,0,48.67,3.0944666667,20.165
22.02.2015 23:00:00,0,0,49.21,3.4711833333,19.84
23.02.2015 00:00:00,0,0,49.9,3.4647666667,19.4533333333
23.02.2015 01:00:00,0,0,51.5516666667,3.8868666667,19.0433333333
23.02.2015 02:00:00,0,0,54.8216666667,3.6374333333,18.38
23.02.2015 03:00:00,0,0,56.755,3.9685333333,18.0066666667
23.02.2015 04:00:00,0,0,55.555,4.0091333333,18.085
23.02.2015 05:00:00,0,0,53.7366666667,3.5931,18.3416666667
23.02.2015 06:00:00,6.3333333333,0,53.8933333333,3.6569166667,18.25
23.02.2015 07:00:00,147.1666666667,0,50.355,3.2131166667,19.5816666667
23.02.2015 08:00:00,391.6666666667,0,45.465,2.9267,21.8416666667
23.02.2015 09:00:00,618.8333333333,0,41.1716666667,3.0163,23.8633333333
23.02.2015 10:00:00,804.3333333333,0,35.0416666667,2.4802166667,26.655
23.02.2015 11:00:00,931.6666666667,0,29.855,1.97435,29.1083333333
23.02.2015 12:00:00,996.8333333333,0,28.0483333333,1.9024833333,30.91
23.02.2015 13:00:00,990.8333333333,0,25.215,1.67195,32.575
23.02.2015 14:00:00,944.3333333333,0,22.1033333333,1.2464666667,34.07
23.02.2015 15:00:00,830.6666666667,0,22.6866666667,1.8233833333,34.3516666667
23.02.2015 16:00:00,656,0,24.26,2.0816833333,33.9716666667
23.02.2015 17:00:00,79.1666666667,0,27.49,1.5951833333,33.375
23.02.2015 18:00:00,143.5,0,36.4866666667,2.7497166667,30.285
23.02.2015 19:00:00,25.5,0,46.4716666667,4.15975,26.27
23.02.2015 20:00:00,0,0,54.6216666667,3.6239,23.6983333333
23.02.2015 21:00:00,0,0,62.095,3.39605,22.075
23.02.2015 22:00:00,0,0,63.395,4.42015,21.31
23.02.2015 23:00:00,0,0,58.0466666667,4.8683833333,21.2066666667
24.02.2015 00:00:00,0,0,54.03,5.0226166667,21.8
24.02.2015 01:00:00,0,0,53.0683333333,4.4679833333,21.8666666667
24.02.2015 02:00:00,0,0,53.45,4.44885,22.1316666667
24.02.2015 03:00:00,0,0,54.8766666667,4.4517666667,22.17
24.02.2015 04:00:00,0,0,57.745,4.3792,22.0833333333
24.02.2015 05:00:00,0,0,58.145,3.9366833333,21.8516666667
24.02.2015 06:00:00,5.3333333333,0,56.635,4.0446,21.905
24.02.2015 07:00:00,142.5,0,53.36,3.4636,23.0666666667
24.02.2015 08:00:00,369.6666666667,0,50.5683333333,4.13035,24.5783333333
24.02.2015 09:00:00,589.8333333333,0,46.5866666667,3.6274,26.0683333333
24.02.2015 10:00:00,768.6666666667,0,42.5416666667,3.5473666667,27.6616666667
24.02.2015 11:00:00,901.5,0,39.7183333333,2.65685,29.0766666667
24.02.2015 12:00:00,970.5,0,39.8133333333,3.21895,29.8083333333
24.02.2015 13:00:00,962,0,40.305,3.5939166667,29.9383333333
24.02.2015 14:00:00,919.6666666667,0,38.9933333333,3.44015,30.6933333333
24.02.2015 15:00:00,806.8333333333,0,39.175,3.5243833333,30.8566666667
24.02.2015 16:00:00,633.3333333333,0,41.3316666667,3.8861666667,30.2666666667
24.02.2015 17:00:00,77.5,0,43.6033333333,4.1085333333,29.1233333333
24.02.2015 18:00:00,136.1666666667,0,50.2483333333,3.7746333333,27.3033333333
24.02.2015 19:00:00,20.8333333333,0,57.27,4.2785166667,24.875
24.02.2015 20:00:00,0,0,59.13,3.8550166667,24
24.02.2015 21:00:00,0,0,60.545,4.0209166667,23.65
24.02.2015 22:00:00,0,0,60.5983333333,3.8192,23.5283333333
24.02.2015 23:00:00,0,0,59.82,3.6631,23.5383333333
25.02.2015 00:00:00,0,0,59.85,3.8038,23.4766666667
25.02.2015 01:00:00,0,0,61.0216666667,3.6568,23.25
25.02.2015 02:00:00,0,0,62.595,2.7634833333,22.915
25.02.2015 03:00:00,0,0,67.05,2.35165,22.12
25.02.2015 04:00:00,0,0,68.43,1.687,21.49
25.02.2015 05:00:00,0,0,66.9916666667,1.7407833333,21.6983333333
25.02.2015 06:00:00,4.1666666667,0,70.4383333333,1.89105,21.1166666667
25.02.2015 07:00:00,138.5,0,64.9833333333,2.1285833333,22.5933333333
25.02.2015 08:00:00,364.1666666667,0,58.6966666667,2.94035,24.4433333333
25.02.2015 09:00:00,584.6666666667,0,54.8183333333,3.4708333333,25.6216666667
25.02.2015 10:00:00,760.5,0,49.5233333333,2.7804,27.535
25.02.2015 11:00:00,886.1666666667,0,44.9466666667,2.0458666667,28.96
25.02.2015 12:00:00,975.5,0,44.4566666667,2.66315,29.6783333333
25.02.2015 13:00:00,957.6666666667,0,44.51,3.12655,29.9433333333
25.02.2015 14:00:00,917.5,0,43.68,3.0990166667,30.395
25.02.2015 15:00:00,808.5,0,43.1266666667,3.0195666667,30.455
25.02.2015 16:00:00,639.3333333333,0,45.035,3.2092666667,29.795
25.02.2015 17:00:00,77.8333333333,0,48.9266666667,3.2505666667,28.2683333333
25.02.2015 18:00:00,137.6666666667,0,54.0583333333,3.1616666667,26.2616666667
25.02.2015 19:00:00,21,0,59.5083333333,2.3028833333,24.2216666667
25.02.2015 20:00:00,0,0,64.18,2.0841333333,22.72
25.02.2015 21:00:00,0,0,66.8583333333,2.5628166667,22.0166666667
25.02.2015 22:00:00,0,0,68.5266666667,2.4007666667,21.6083333333
25.02.2015 23:00:00,0,0,67.5916666667,2.6658333333,21.655
26.02.2015 00:00:00,0,0,66.8566666667,3.0503666667,21.7083333333
26.02.2015 01:00:00,0,0,69.1133333333,1.8125333333,21.1333333333
26.02.2015 02:00:00,0,0,72.9366666667,2.0566,20.3133333333
26.02.2015 03:00:00,0,0,73.1833333333,2.5237333333,20.16
26.02.2015 04:00:00,0,0,74.28,1.9969833333,19.7766666667
26.02.2015 05:00:00,0,0,76.82,0.85785,19.09
26.02.2015 06:00:00,5.1666666667,0,81.5,0.49665,18.0733333333
26.02.2015 07:00:00,136.1666666667,0,71.0283333333,0.45675,20.4833333333
26.02.2015 08:00:00,358.1666666667,0,62.2716666667,0.6188,22.99
26.02.2015 09:00:00,579.8333333333,0,57.26,0.5706166667,24.4716666667
26.02.2015 10:00:00,777.1666666667,0,51.9833333333,1.0400833333,26.0183333333
26.02.2015 11:00:00,941.6666666667,0,49.7666666667,1.6683333333,26.9483333333
26.02.2015 12:00:00,845.5,0,53.5733333333,3.1477833333,26.8183333333
26.02.2015 13:00:00,967.6666666667,0,54.53,3.9355166667,26.605
26.02.2015 14:00:00,921.1666666667,0,55.315,4.6627,26.1716666667
26.02.2015 15:00:00,807.1666666667,0,57.9683333333,4.9543666667,25.3783333333
26.02.2015 16:00:00,632.8333333333,0,58.105,4.7521833333,24.7083333333
26.02.2015 17:00:00,64.8333333333,0,59.0316666667,4.19755,24.4433333333
26.02.2015 18:00:00,137.8333333333,0,63.5166666667,3.6458333333,23.1716666667
26.02.2015 19:00:00,20.1666666667,0,68.985,2.3252833333,21.3216666667
26.02.2015 20:00:00,0,0,71.7,1.148,20.3283333333
26.02.2015 21:00:00,0,0,70.5916666667,1.8191833333,19.7566666667
26.02.2015 22:00:00,0,0,70.315,1.0665666667,19.2533333333
26.02.2015 23:00:00,0,0,77.0766666667,0.9282,17.615
27.02.2015 00:00:00,0,0,77.0133333333,0.9112833333,17.4116666667
27.02.2015 01:00:00,0,0,71.2616666667,2.2849166667,18.6583333333
27.02.2015 02:00:00,0,0,70.2433333333,1.7557166667,18.4783333333
27.02.2015 03:00:00,0,0,71.3366666667,1.2350333333,18.1166666667
27.02.2015 04:00:00,0,0,71.6416666667,1.31285,17.9066666667
